"Step","optimizer_name: adamw - train_loss","optimizer_name: adamw - train_loss__MIN","optimizer_name: adamw - train_loss__MAX","optimizer_name: nadam - train_loss","optimizer_name: nadam - train_loss__MIN","optimizer_name: nadam - train_loss__MAX","optimizer_name: sgd - train_loss","optimizer_name: sgd - train_loss__MIN","optimizer_name: sgd - train_loss__MAX","optimizer_name: adam - train_loss","optimizer_name: adam - train_loss__MIN","optimizer_name: adam - train_loss__MAX","optimizer_name: sgdm - train_loss","optimizer_name: sgdm - train_loss__MIN","optimizer_name: sgdm - train_loss__MAX"
"11","0.31241273134946823","0.29797258973121643","0.33682823181152344","0.17327160388231277","0.1693493127822876","0.17719966173171997","1.479227751493454","1.4715852737426758","1.4900062084197998","0.3083949312567711","0.29228195548057556","0.33671140670776367","1.9641128182411194","1.8598451614379883","2.0543673038482666"
"12","0.2853315621614456","0.26644790172576904","0.2956758737564087","0.16547416150569916","0.15220195055007935","0.17480316758155823","1.5108245015144348","1.470950722694397","1.5574740171432495","0.2822463661432266","0.2647566497325897","0.29557815194129944","1.893310695886612","1.736830472946167","2.0677285194396973"
"13","0.25779610872268677","0.24835753440856934","0.27304333448410034","0.16143817454576492","0.15483686327934265","0.17308586835861206","1.4290837347507477","1.4084203243255615","1.4699411392211914","0.25602804869413376","0.2483191192150116","0.26841625571250916","1.5627589225769043","1.4999903440475464","1.6337493658065796"
"14","0.23876751586794853","0.23243576288223267","0.24598334729671478","0.15242969244718552","0.1466972976922989","0.15600603818893433","1.3699190318584442","1.326860785484314","1.4133238792419434","0.23763390257954597","0.23239153623580933","0.24373501539230347","1.3443584442138672","1.2739511728286743","1.4500651359558105"
"15","0.24277738481760025","0.23011574149131775","0.24814394116401672","0.15686165541410446","0.14866283535957336","0.1615302562713623","1.4533897042274475","1.4108176231384277","1.4923046827316284","0.24178370460867882","0.2291697859764099","0.24819648265838623","1.2320076525211334","1.1402214765548706","1.3007850646972656"
"16","0.23169337213039398","0.21426084637641907","0.24035298824310303","0.1521531492471695","0.14001411199569702","0.15889829397201538","1.4020624458789825","1.3729771375656128","1.4157429933547974","0.2311852015554905","0.21406562626361847","0.23959355056285858","1.1764021217823029","1.1268095970153809","1.244180679321289"
"17","0.23020240664482117","0.21884746849536896","0.24680989980697632","0.14871304854750633","0.1400907188653946","0.16340667009353638","1.2871350049972534","1.266369104385376","1.336255669593811","0.2294677570462227","0.21779000759124756","0.24664941430091858","1.083461731672287","1.0381286144256592","1.1269274950027466"
"18","0.22966694459319115","0.21456286311149597","0.24486695230007172","0.1521308571100235","0.1456981897354126","0.15959973633289337","1.3468487560749054","1.303186297416687","1.446237325668335","0.22940018400549889","0.21448078751564026","0.2448556274175644","1.0857980847358704","1.0495198965072632","1.1191153526306152"
"19","0.2184395231306553","0.19771672785282135","0.2333713173866272","0.14266684278845787","0.13160721957683563","0.1525486409664154","1.3497386276721954","1.3079252243041992","1.3873777389526367","0.21837766468524933","0.19762514531612396","0.23337087035179138","1.0620969235897064","1.053423523902893","1.0765671730041504"
"20","0.22560794278979301","0.21692615747451782","0.23792046308517456","0.1460338793694973","0.13870131969451904","0.15301041305065155","1.2858304977416992","1.258126974105835","1.3486276865005493","0.22540965676307678","0.21658092737197876","0.23745501041412354","1.0505479574203491","1.0140600204467773","1.0648300647735596"
"21","0.21953287720680237","0.2071775645017624","0.2442181557416916","0.1437537670135498","0.13263893127441406","0.16415579617023468","1.3604041635990143","1.3372327089309692","1.3855230808258057","0.21962018683552742","0.20702242851257324","0.24423570930957794","1.0863048732280731","1.0327730178833008","1.1166877746582031"
"23","0.21507486328482628","0.20405817031860352","0.224117249250412","0.14208615943789482","0.1344420164823532","0.1482844054698944","1.3149361312389374","1.2769194841384888","1.3417069911956787","0.21521393582224846","0.20436665415763855","0.22436396777629852","1.0495826303958893","1.019782304763794","1.1175581216812134"
"24","0.21433744952082634","0.2028888314962387","0.22126033902168274","0.1407540813088417","0.13517653942108154","0.1431148648262024","1.3209567666053772","1.3141976594924927","1.33256196975708","0.21453597769141197","0.2040087729692459","0.22096402943134308","1.073006957769394","1.0414904356002808","1.098893165588379"
"25","0.2113468497991562","0.20342522859573364","0.21734176576137543","0.14051489904522896","0.1353379189968109","0.14901138842105865","1.2111118733882904","1.191256046295166","1.2294895648956299","0.21138030663132668","0.2030029594898224","0.2173203080892563","1.0217761397361755","0.9651169776916504","1.0724785327911377"
"26","0.19509130343794823","0.18206419050693512","0.202830508351326","0.13003168255090714","0.12339022755622864","0.1359443962574005","1.30606347322464","1.274495005607605","1.3369462490081787","0.19509081542491913","0.1819562017917633","0.2030082494020462","0.9760187566280365","0.9377817511558533","1.0101096630096436"
"27","0.20067529007792473","0.18912003934383392","0.20812726020812988","0.13256023824214935","0.1256219744682312","0.1406015157699585","1.296609103679657","1.2759664058685303","1.333696722984314","0.2008013240993023","0.19002915918827057","0.20805726945400238","0.9556335061788559","0.9086761474609375","0.9935405850410461"
"28","0.19279518350958824","0.190092071890831","0.19462546706199646","0.12846166640520096","0.12421941757202148","0.13095389306545258","1.2381948828697205","1.2062938213348389","1.2590410709381104","0.19307635352015495","0.19047486782073975","0.19507718086242676","0.9236930310726166","0.8503492474555969","0.967965841293335"
"29","0.19194181635975838","0.17350387573242188","0.2063101977109909","0.12763326801359653","0.11520019918680191","0.13707363605499268","1.1985487937927246","1.1726900339126587","1.215606689453125","0.19264132902026176","0.1734050065279007","0.20759138464927673","0.8489141166210175","0.806394100189209","0.9083521366119385"
"30","0.19766440242528915","0.18184320628643036","0.213018536567688","0.13555443286895752","0.12272648513317108","0.14592382311820984","1.256819099187851","1.239368200302124","1.2703436613082886","0.197795569896698","0.18165329098701477","0.21298062801361084","0.8653854131698608","0.8353708982467651","0.8947857618331909"
"31","0.17897003516554832","0.16873781383037567","0.19100052118301392","0.11739400774240494","0.1101066917181015","0.12577004730701447","1.216279298067093","1.193512201309204","1.2434914112091064","0.17933237925171852","0.1685926765203476","0.19107213616371155","0.7859227806329727","0.7173608541488647","0.8154581785202026"
"32","0.18543871864676476","0.17741112411022186","0.20131930708885193","0.12484877742826939","0.11834562569856644","0.13425250351428986","1.2197945713996887","1.1882245540618896","1.2613451480865479","0.18585572391748428","0.1773652583360672","0.20123963057994843","0.7988276928663254","0.7864590883255005","0.8077871799468994"
"33","0.1813582256436348","0.17696009576320648","0.1886071115732193","0.1222227904945612","0.11667857319116592","0.12738311290740967","1.1607011556625366","1.1423413753509521","1.1866061687469482","0.18179618939757347","0.17680561542510986","0.18915753066539764","0.7377332895994186","0.6876987814903259","0.7808481454849243"
"34","0.18107106164097786","0.16392070055007935","0.19291095435619354","0.12403174489736557","0.11255204677581787","0.13413086533546448","1.1946201622486115","1.177382230758667","1.219398021697998","0.18149058520793915","0.16491033136844635","0.19286689162254333","0.7486700713634491","0.6981334686279297","0.7893983125686646"
"35","0.17102260142564774","0.1555749773979187","0.1843530535697937","0.117182532325387","0.10641681402921677","0.1282775104045868","1.1224184930324554","1.0788543224334717","1.1636947393417358","0.17120365053415298","0.15540452301502228","0.1843031942844391","0.6907928586006165","0.6767447590827942","0.7238057851791382"
"36","0.18202533200383186","0.18120653927326202","0.1827540099620819","0.12305280566215515","0.12147730588912964","0.1243106871843338","1.2145954072475433","1.192756175994873","1.2479710578918457","0.18241913989186287","0.1811530590057373","0.18314509093761444","0.7196968346834183","0.6785454154014587","0.7424675822257996"
"37","0.1660836711525917","0.1609533727169037","0.16913913190364838","0.11342773213982582","0.11108309030532837","0.11552266031503677","1.1240845322608948","1.1054117679595947","1.1384913921356201","0.16619252040982246","0.16084431111812592","0.1692887246608734","0.6736790686845779","0.6463054418563843","0.6983765363693237"
"38","0.1692175306379795","0.16101452708244324","0.182291641831398","0.11452586948871613","0.10780501365661621","0.12481921166181564","1.141477346420288","1.1296908855438232","1.1551556587219238","0.16971004381775856","0.16209006309509277","0.1833471953868866","0.6760824620723724","0.6374520659446716","0.6963540315628052"
"39","0.15061459690332413","0.13863982260227203","0.1574457287788391","0.10698338598012924","0.09765871614217758","0.11083400249481201","1.1447406113147736","1.1341068744659424","1.1532734632492065","0.1506422720849514","0.13849055767059326","0.1574023962020874","0.6207411885261536","0.6092960834503174","0.6442532539367676"
"40","0.16283078119158745","0.15564581751823425","0.16949227452278137","0.1135991457849741","0.10727797448635101","0.12156545370817184","1.1283126771450043","1.1051043272018433","1.137157917022705","0.16309091448783875","0.15552037954330444","0.16980817914009094","0.650757297873497","0.5802463293075562","0.6884996891021729"
"41","0.15884343534708023","0.14683124423027039","0.17561620473861694","0.11096101254224777","0.10392437130212784","0.12321922928094864","1.1543387472629547","1.1342040300369263","1.1779762506484985","0.15898362919688225","0.1467277854681015","0.17569032311439514","0.6447388976812363","0.6261903047561646","0.6583641171455383"
"42","0.16512298583984375","0.15325862169265747","0.17490915954113007","0.11435509659349918","0.09940274059772491","0.12470382452011108","1.154217928647995","1.1290898323059082","1.1767914295196533","0.16535872593522072","0.15319758653640747","0.17562073469161987","0.6698115170001984","0.6278703212738037","0.6990208625793457"
"43","0.16170334443449974","0.15036222338676453","0.1723550260066986","0.114258524030447","0.10636065900325775","0.12083768099546432","1.1257858872413635","1.1166532039642334","1.1358141899108887","0.16189062595367432","0.15023015439510345","0.17242492735385895","0.6542481034994125","0.6156994700431824","0.6855506896972656"
"44","0.1651383340358734","0.15557992458343506","0.17411339282989502","0.11914905719459057","0.11046034842729568","0.12865665555000305","1.131589025259018","1.1098099946975708","1.1612741947174072","0.16533635929226875","0.1558827906847","0.17474812269210815","0.6594723910093307","0.6278709173202515","0.7086629271507263"
"46","0.15793472900986671","0.15240077674388885","0.16664841771125793","0.1134346704930067","0.1047605574131012","0.12293735891580582","1.1100656390190125","1.0935478210449219","1.1219041347503662","0.15779169276356697","0.1523056924343109","0.16608504951000214","0.6339964270591736","0.5690106749534607","0.7044588923454285"
"47","0.1594378910958767","0.14176948368549347","0.17556650936603546","0.11374214477837086","0.09962952882051468","0.12400168180465698","1.1298740804195404","1.1047627925872803","1.1568354368209839","0.15950169414281845","0.14170005917549133","0.17558825016021729","0.6410796493291855","0.6258106827735901","0.6533639430999756"
"48","0.1509682610630989","0.1434973031282425","0.16009578108787537","0.11112714000046253","0.1064809113740921","0.12317611277103424","1.0868544578552246","1.0546211004257202","1.1116271018981934","0.15094265341758728","0.14385782182216644","0.15996697545051575","0.5950261354446411","0.5478415489196777","0.6473162174224854"
"49","0.155283123254776","0.1460045576095581","0.16594305634498596","0.1136057898402214","0.1040618047118187","0.11852318048477173","1.0497934818267822","1.0291768312454224","1.0765072107315063","0.155347790569067","0.14627811312675476","0.16599608957767487","0.6123882532119751","0.5529249906539917","0.6533783674240112"
"50","0.1454496569931507","0.1409827619791031","0.1497085690498352","0.1065035741776228","0.10112745314836502","0.1100466251373291","1.086016982793808","1.0645534992218018","1.1064720153808594","0.14542822912335396","0.14107689261436462","0.1498323231935501","0.5789836794137955","0.5378243923187256","0.6433720588684082"
"51","0.1427767015993595","0.13254274427890778","0.14717192947864532","0.10770539753139019","0.09951188415288925","0.11293558031320572","1.064220666885376","1.0355507135391235","1.077666997909546","0.14297181367874146","0.13243211805820465","0.14787589013576508","0.5843938142061234","0.5672688484191895","0.6017530560493469"
"52","0.14386197179555893","0.13690835237503052","0.15320813655853271","0.10775253921747208","0.09846113622188568","0.11798420548439026","1.0869320631027222","1.065908432006836","1.1075146198272705","0.1439347192645073","0.13697241246700287","0.15344424545764923","0.5791029334068298","0.5430076718330383","0.6175947785377502"
"53","0.14101548492908478","0.13434423506259918","0.1495075821876526","0.10371049493551254","0.09916967153549194","0.11039754003286362","1.0355151891708374","1.022135853767395","1.052655816078186","0.14089852571487427","0.1344720721244812","0.14918306469917297","0.61046002805233","0.5753936767578125","0.6379945874214172"
"54","0.1400185190141201","0.12179344892501831","0.1646442711353302","0.10587367415428162","0.09124310314655304","0.12087772786617279","1.0576207637786865","1.0268590450286865","1.0849411487579346","0.14001682959496975","0.12212026864290237","0.16453564167022705","0.5750900208950043","0.5352311730384827","0.6117496490478516"
"55","0.15035929530858994","0.14690831303596497","0.1530047208070755","0.11638770066201687","0.11271893978118896","0.11924838274717331","1.0458275079727173","1.030838131904602","1.0605640411376953","0.15066376328468323","0.14677539467811584","0.15344904363155365","0.5952060520648956","0.556283712387085","0.6370875239372253"
"56","0.14215504378080368","0.12995056807994843","0.1506996750831604","0.11022909358143806","0.1012289822101593","0.11499990522861481","1.0147269070148468","0.9766429662704468","1.048102617263794","0.14223357662558556","0.13035979866981506","0.15054257214069366","0.5469277501106262","0.5186200737953186","0.5653784275054932"
"57","0.14130410179495811","0.13500569760799408","0.15298232436180115","0.11009356565773487","0.10432662069797516","0.12118978798389435","1.0124500840902328","0.9865735173225403","1.048439621925354","0.14140062034130096","0.13503795862197876","0.15357892215251923","0.5627865344285965","0.523415744304657","0.5925691723823547"
"58","0.1369282715022564","0.12338291108608246","0.1522587537765503","0.10909165441989899","0.09949792176485062","0.11913885921239853","1.0274112820625305","1.0018222332000732","1.0426912307739258","0.13670956157147884","0.12346801906824112","0.15203547477722168","0.5380761623382568","0.5018080472946167","0.5644392967224121"
"59","0.13722660392522812","0.1279144585132599","0.14114579558372498","0.11043229326605797","0.10313763469457626","0.11517214775085449","1.029247224330902","1.0047364234924316","1.0563955307006836","0.13717303052544594","0.12782397866249084","0.14095768332481384","0.5546070337295532","0.5286810994148254","0.5897635817527771"
"60","0.13696619868278503","0.12795348465442657","0.14321090281009674","0.10981762409210205","0.10316359996795654","0.11448042094707489","0.9995035827159882","0.9748439788818359","1.0154180526733398","0.13693100959062576","0.1280161738395691","0.14314155280590057","0.5636976957321167","0.534664511680603","0.5908446311950684"
"61","0.13827316090464592","0.13099586963653564","0.15094323456287384","0.1081329993903637","0.10248295217752457","0.12008600682020187","0.9875150322914124","0.9850638508796692","0.9901878237724304","0.13837990537285805","0.13081037998199463","0.15143585205078125","0.5566612929105759","0.5237042903900146","0.5780758261680603"
"62","0.13189036585390568","0.12211408466100693","0.13691960275173187","0.10479321330785751","0.09898053109645844","0.11054636538028717","0.9816850125789642","0.9739277362823486","0.9936584234237671","0.13191227987408638","0.12212227284908295","0.13727329671382904","0.5265559107065201","0.4944007396697998","0.5547307729721069"
"63","0.13871219009160995","0.1292833834886551","0.14459487795829773","0.11315684765577316","0.10389880836009979","0.11935753375291824","0.9708234071731567","0.9417018890380859","0.9921934604644775","0.13885515183210373","0.1292177140712738","0.14455382525920868","0.5382622182369232","0.5273103713989258","0.5437701940536499"
"64","0.12923498637974262","0.1240076795220375","0.13679204881191254","0.1043816115707159","0.10033577680587769","0.11247223615646362","0.931175634264946","0.9090192317962646","0.9510853290557861","0.12914305552840233","0.12387259304523468","0.13676296174526215","0.5208364874124527","0.481792688369751","0.5504857301712036"
"65","0.1333628110587597","0.12107639014720917","0.14625369012355804","0.10969141870737076","0.09961789846420288","0.11959806084632874","0.9711932390928268","0.9566743969917297","1.0016745328903198","0.1334756277501583","0.12095969915390015","0.14623171091079712","0.515752375125885","0.4757394790649414","0.5320552587509155"
"66","0.1350332796573639","0.1267731934785843","0.14309915900230408","0.11074796877801418","0.10504910349845886","0.11622557789087296","0.9113545119762421","0.8735997676849365","0.9555473327636719","0.1352287232875824","0.1267627328634262","0.14357829093933105","0.5326964557170868","0.515487551689148","0.551182746887207"
"67","0.12886475212872028","0.12221396714448929","0.13852868974208832","0.10609834641218185","0.09996415674686432","0.1135188564658165","0.9350756406784058","0.9238688945770264","0.9467211365699768","0.1291159763932228","0.12223866581916809","0.13854382932186127","0.5053535774350166","0.46798643469810486","0.540777325630188"
"69","0.12923502549529076","0.11297014355659485","0.13600096106529236","0.10732110030949116","0.09286566078662872","0.11422554403543472","0.9289652109146118","0.9122881889343262","0.9422060251235962","0.12944654561579227","0.11359817534685135","0.1359880268573761","0.5329893827438354","0.50770103931427","0.5630066394805908"
"70","0.1269401479512453","0.11956804245710373","0.14267811179161072","0.10413849167525768","0.0973040908575058","0.11834264546632767","0.9171438217163086","0.9088295102119446","0.9233599901199341","0.12691382132470608","0.11960805207490921","0.1426282823085785","0.5099574401974678","0.46112826466560364","0.568569004535675"
"71","0.13807485066354275","0.11622143536806107","0.158762127161026","0.11570069007575512","0.09463934600353241","0.13295945525169373","0.9531204253435135","0.9292334318161011","0.9874054193496704","0.13816938921809196","0.1164121925830841","0.15853317081928253","0.5167763829231262","0.4446867108345032","0.556373119354248"
"72","0.1242557168006897","0.11536803096532822","0.13459916412830353","0.10110346786677837","0.0952615886926651","0.11125802993774414","0.8692885190248489","0.8529530167579651","0.8833611011505127","0.12450613640248775","0.11524919420480728","0.13530640304088593","0.499713234603405","0.48242610692977905","0.5206363201141357"
"73","0.12467146851122379","0.11524754017591476","0.13871300220489502","0.10385767556726933","0.09460705518722534","0.11708338558673859","0.887247309088707","0.8765947818756104","0.8985949754714966","0.12468557991087437","0.11498284339904785","0.13900510966777802","0.487660676240921","0.4497843384742737","0.5370470285415649"
"74","0.12017566338181496","0.11175407469272614","0.13598671555519104","0.10045383684337139","0.09452345967292786","0.11393626779317856","0.9234281182289124","0.9084475040435791","0.9468766450881958","0.12011670880019665","0.11173176765441895","0.13589341938495636","0.471963107585907","0.4658708870410919","0.4842417538166046"
"75","0.1214392501860857","0.11365803331136703","0.1294788122177124","0.10109726898372173","0.09334992617368698","0.10800093412399292","0.8904079496860504","0.8753447532653809","0.9075745344161987","0.12148459814488888","0.11356046795845032","0.12972727417945862","0.48255491256713867","0.44287997484207153","0.5297993421554565"
"76","0.13686640933156013","0.12544704973697662","0.14497151970863342","0.11727886088192463","0.10738851130008698","0.12492747604846954","0.8701579868793488","0.8571801781654358","0.8831089735031128","0.13698791339993477","0.12539000809192657","0.14539247751235962","0.4823678657412529","0.40998268127441406","0.5382617712020874"
"77","0.12240253575146198","0.11122926324605942","0.1325761377811432","0.10145800560712814","0.09223996102809906","0.11012336611747742","0.8973229229450226","0.882508397102356","0.930962860584259","0.12247518077492714","0.11122550070285797","0.13313913345336914","0.4678349792957306","0.436357706785202","0.4971259832382202"
"78","0.11835438199341297","0.11258064210414886","0.12564605474472046","0.09478653967380524","0.08871247619390488","0.1005590409040451","0.8968515247106552","0.8802121877670288","0.9177859425544739","0.11841570027172565","0.11250416934490204","0.12562283873558044","0.47386975586414337","0.4339531660079956","0.527758002281189"
"79","0.12080791033804417","0.10885826498270035","0.14100292325019836","0.0970847774296999","0.08576373755931854","0.1146722212433815","0.8426902443170547","0.8174533843994141","0.865054726600647","0.12100684270262718","0.10874969512224197","0.14158207178115845","0.4899847209453583","0.4694359600543976","0.5079560279846191"
"80","0.11736875958740711","0.09541541337966919","0.1289779245853424","0.09424439072608948","0.07447727024555206","0.1045241430401802","0.8161259740591049","0.7727726101875305","0.834324300289154","0.11723512783646584","0.09541216492652893","0.12825575470924377","0.44201742112636566","0.42690446972846985","0.47604092955589294"
"81","0.11654086783528328","0.10465347021818161","0.12460066378116608","0.09396079182624817","0.08457527309656143","0.10077027976512909","0.841048076748848","0.8174304962158203","0.869739294052124","0.11655537970364094","0.10482866317033768","0.12462840974330902","0.46071774512529373","0.41945624351501465","0.501486599445343"
"82","0.12301418744027615","0.11700059473514557","0.13664580881595612","0.09966865740716457","0.09446801245212555","0.11255789548158646","0.8533813059329987","0.8329583406448364","0.8698228597640991","0.12301939353346825","0.11675921082496643","0.13667608797550201","0.451210618019104","0.4257325828075409","0.48629671335220337"
"83","0.12157952971756458","0.1185309886932373","0.12356194108724594","0.09852530620992184","0.09539655596017838","0.10072202980518341","0.8321575075387955","0.8023127913475037","0.8670055270195007","0.12159914150834084","0.11852378398180008","0.12346256524324417","0.4793199822306633","0.4508287012577057","0.502102255821228"
"84","0.11561294086277485","0.09403962641954422","0.1245834231376648","0.09302160888910294","0.07465003430843353","0.10177737474441528","0.8579631596803665","0.8195881247520447","0.8823010921478271","0.1156314667314291","0.0939360111951828","0.12456636875867844","0.44696248322725296","0.42735767364501953","0.4885168671607971"
"85","0.11636116728186607","0.10213940590620041","0.1247696578502655","0.09432214312255383","0.08205972611904144","0.10283155739307404","0.8270733207464218","0.8058679103851318","0.8477118611335754","0.11648675240576267","0.1020980104804039","0.12479540705680847","0.4283510223031044","0.3970930874347687","0.46928858757019043"
"86","0.11906176991760731","0.10873091220855713","0.12705884873867035","0.09741426631808281","0.08766195178031921","0.10587640106678009","0.8283065110445023","0.8012787103652954","0.8540385365486145","0.11908278055489063","0.10881620645523071","0.12710556387901306","0.44112371653318405","0.38743484020233154","0.47111451625823975"
"87","0.1240955088287592","0.11039544641971588","0.13471513986587524","0.1021273098886013","0.0910160019993782","0.11177651584148407","0.8025963604450226","0.7802101373672485","0.8290098905563354","0.12425036355853081","0.11035950481891632","0.13495402038097382","0.46093233674764633","0.41783320903778076","0.5128287076950073"
"88","0.11571672186255455","0.10301288962364197","0.12771442532539368","0.0944527592509985","0.08454672992229462","0.10393936932086945","0.781366616487503","0.7416428923606873","0.8088806867599487","0.11594121344387531","0.10297855734825134","0.12810663878917694","0.426088385283947","0.37483739852905273","0.46861380338668823"
"89","0.11173167452216148","0.10176447033882141","0.1186206191778183","0.09058000333607197","0.08052977919578552","0.09842123836278915","0.768334299325943","0.7538195848464966","0.7807286977767944","0.11180655658245087","0.10171522200107574","0.11901833117008209","0.41238780319690704","0.3762347102165222","0.4519634246826172"
"90","0.1195088978856802","0.11332939565181732","0.12464667111635208","0.09811750613152981","0.0936473160982132","0.1001807376742363","0.709968090057373","0.701852560043335","0.7220429182052612","0.11965453252196312","0.11389459669589996","0.12472919374704361","0.4331286549568176","0.4005966782569885","0.46122896671295166"
"91","0.10925775207579136","0.09877455234527588","0.11531765758991241","0.08971835859119892","0.07885642349720001","0.09498187154531479","0.7636308073997498","0.7552624940872192","0.7760425209999084","0.1093033142387867","0.0986880213022232","0.11531005799770355","0.41819048672914505","0.3684639632701874","0.45863813161849976"
"92","0.11342859640717506","0.10959520190954208","0.12077753245830536","0.0923494454473257","0.0868503749370575","0.09920179843902588","0.7765807956457138","0.7614665627479553","0.7971973419189453","0.11353067867457867","0.10959837585687637","0.12117613852024078","0.4160018339753151","0.382985919713974","0.44414037466049194"
"93","0.11761253140866756","0.10734398663043976","0.12484007328748703","0.09679221734404564","0.0871487483382225","0.10277927666902542","0.7690137773752213","0.7502583861351013","0.7896396517753601","0.11747337877750397","0.10715541243553162","0.12484023720026016","0.43239253759384155","0.3949877619743347","0.4669555723667145"
"94","0.11243248917162418","0.10390301048755646","0.12612967193126678","0.09175354801118374","0.08378708362579346","0.1027246043086052","0.7605858147144318","0.7437258958816528","0.7730269432067871","0.11267330124974251","0.10388793051242828","0.12652327120304108","0.4299173206090927","0.40171611309051514","0.44981372356414795"
"95","0.11867270618677139","0.10824501514434814","0.12479811161756516","0.09735431149601936","0.0881604552268982","0.10221035778522491","0.791875809431076","0.7815872430801392","0.7999652028083801","0.11862511374056339","0.10826684534549713","0.12452410906553268","0.42533566802740097","0.38272368907928467","0.4583912789821625"
"96","0.11805443838238716","0.10178069770336151","0.13512295484542847","0.09638336673378944","0.08202265202999115","0.11325758695602417","0.7373728454113007","0.7063068151473999","0.7555543184280396","0.11808362230658531","0.10243125259876251","0.13462072610855103","0.422205314040184","0.349628746509552","0.4737203121185303"
"97","0.10998292081058025","0.10224839299917221","0.11659769713878632","0.09100252948701382","0.08442872762680054","0.09697254002094269","0.7264606058597565","0.6926860809326172","0.7881302833557129","0.11002198420464993","0.1022258996963501","0.11654678732156754","0.41713836789131165","0.3819639980792999","0.447176992893219"
"98","0.11745420470833778","0.11257702112197876","0.12345863878726959","0.09658996015787125","0.09222161769866943","0.10026836395263672","0.7409696877002716","0.7234424948692322","0.7651426792144775","0.11752510257065296","0.11244127154350281","0.12342048436403275","0.42386501282453537","0.36679184436798096","0.4519762098789215"
"99","0.1131287757307291","0.1073848307132721","0.11728495359420776","0.09360763244330883","0.08955880999565125","0.09788799285888672","0.7726712971925735","0.7567399144172668","0.7908725738525391","0.1132213044911623","0.1074410080909729","0.11751153320074081","0.4073121026158333","0.3738095164299011","0.43308761715888977"
